Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023<R>,2024<P>
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|51---Información en medios masivos<C1>,NA,0.188973113863,0.212757293028,0.227619039998,0.269857061439,0.099384840709,0.085474426165,0.083671438986,-0.049847491646,0.076518041024,0.067394384145,0.011044121165,-0.035786728108,-0.054690773753,0.025659946868,0.08300108767,0.025758595253,-0.109153812323,0.053138206992,0.046142386919,0.060878652174,0.033673123316
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|52---Servicios financieros y de seguros<C1>,NA,0.375330109155,0.661605058824,0.194763907286,0.41415372847,0.334425799775,0.086038138543,0.147477064024,-0.01943498403,0.156174006044,0.391413071999,0.092217327757,0.104100903037,0.383930291674,0.428516960976,0.254104082973,0.230178780278,0.090734971817,0.092239441812,0.786868400379,0.684516949272,-0.015433587881
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,NA,0.923344311794,0.767330440596,1.055159711548,0.918731428865,1.027437194038,0.598642682272,0.767959781916,0.738417659931,0.614966888937,0.571623874921,0.634639252685,0.587294695578,0.52026301436,0.390725520603,0.463877212375,0.508614309376,0.377294084849,0.538941024084,0.502777910464,0.759215620503,0.793406375119
"Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",NA,0.046106796582,0.136778641569,0.132911067876,0.146661881034,0.296028394231,-0.254028919632,0.084383629143,0.131471168349,0.133410585532,0.151452402416,0.155092665098,0.076036074348,0.117704471058,0.254382199094,0.114213457302,0.021972836748,0.154669766965,0.208352774201,0.212628719164,0.17912882947,0.589911747383
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|55---Corporativos<C1>,NA,0.004280000034,0.000920469229,0.002076078228,0.000352679535,0.004502403411,-0.000913549819,0.000432895301,0.001688661514,0.001674049941,-0.000884876654,0.001031493525,0.001413916835,0.0046770363,0.003556118435,0.001910227336,0.001660206372,0.00099720958,0.004768588025,0.003911035123,0.000799013783,0.002080215342
"Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación<C1>",NA,0.43918712959,0.339506564878,0.607618995736,0.476641841392,0.557073796413,-0.318577178988,0.056303826184,0.304039839668,0.208404503406,0.16158256111,0.014823654529,0.136187168554,0.259442769506,0.35071248183,0.173460855835,0.183196245406,-0.052655719665,-0.562006209346,-1.44813576809,0.030215566297,0.031717180904
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|61---Servicios educativos<C1>,NA,0.308443751662,0.290541202106,0.226173730146,0.329224277586,0.230981768522,0.204555828377,0.289414428318,0.204261960961,0.407617341222,0.270202304875,0.168170523289,0.182939250237,0.198151133882,0.055057822244,0.126161110969,0.108728268066,0.002350592512,0.088560054492,0.217056988252,0.232422914048,0.144400345693
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,NA,0.131370980807,-0.031388531111,0.077783660594,0.168363253766,0.189157771911,0.102873843769,0.114297374519,0.243433821562,0.198317751012,0.171436184505,0.119148083768,0.10880290654,0.201207606684,0.173762943232,0.259120994614,0.242022323018,0.039885351014,0.226158657038,0.157797873617,0.134843120015,0.103100461628
"Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",NA,0.047686112401,0.041479779764,0.075777835249,0.094327712482,0.051858823032,0.002773516916,0.042862614685,0.033529119779,0.037563521262,0.060939140885,0.025960515479,0.032525389294,0.049036527441,0.045254638894,0.037487417576,0.01891419881,-0.242913907751,0.114363300742,0.211237309737,0.06389545694,0.042857385263
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,NA,0.132852626802,0.045344882615,0.202416647321,-0.004066706629,0.110276029485,0.026625005737,0.134253238193,0.146682210724,0.096702382695,0.077855078303,0.049151913895,0.698154417054,0.315715972439,0.414833063936,-0.124474394887,0.138446093239,-1.083271360316,0.694669268929,0.714881102929,-0.037518210929,0.07198657614
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,NA,0.283539344211,0.241357896908,0.212691809894,0.265893759677,0.182077021408,0.062935271109,0.150866474769,0.101073877735,0.241719866933,0.106165322818,0.147387778393,0.129180892907,0.239015172578,0.149254197802,0.124289295813,0.166268103314,-0.132281851482,0.239758051965,0.343696180128,0.372199438894,0.289695097601
"Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",NA,0.237216241292,0.215755287185,0.22779226009,0.27086257037,0.173486632571,0.330663300043,0.388419881849,0.216975286842,0.437783148502,0.037474117902,0.113662241599,0.037566330828,0.133049691439,0.136825787198,0.084029850128,0.157314971716,0.126249321009,0.074095433624,0.131631215142,0.169326470892,0.130828347942
Índice de precios implícitos base 2018=100|B.1bP---Producto interno bruto<C1>,47.215809566873,49.898305671149,52.030822666628,54.126943710087,57.120477435393,60.071701281535,64.832678442498,67.42878492326,70.18102798372,74.0182756382,76.772552075982,80.608241750071,84.790800040006,90.947922035154,95.864590475276,100,104.511862706057,111.000605537267,115.483476313129,123.86294661371,129.558334365585,135.664219676391
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos",33.838501585895,32.92486187918,32.462122636158,31.424085133609,33.939079597574,25.598583126364,43.071138185872,47.115213029247,44.33233567722,42.622520150626,56.407499935374,79.9087625498,88.567079813212,99.654820970606,96.385827600926,100,107.857634297671,130.684692095756,125.479196914067,109.861500538989,138.071226702429,153.534016451103
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  <C1>,48.276903490038,51.237662053235,53.61958621772,55.964196371977,58.928508145388,62.907886451306,66.519897796936,68.917790152184,71.938093919585,76.172088960498,78.138380354996,80.655788039465,84.529406979834,90.36145329299,95.829681670906,100,104.278880722717,109.755593821336,114.816127336164,124.821417541027,128.972275718481,134.450159494869
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias<C1>,44.200824613351,44.222009028831,42.011383211203,46.511357822305,45.828522909497,48.442974504312,52.86709940747,57.939271883051,59.420216288076,64.573247693441,67.230839849795,70.462730886133,74.690314101862,79.305841407856,91.020373789097,100,109.205317648781,112.903425037024,127.288138640449,148.147439820957,163.292789022561,175.082436623272
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza<C1>",44.200824613351,44.222009028831,42.011383211203,46.511357822305,45.828522909497,48.442974504312,52.86709940747,57.939271883051,59.420216288076,64.573247693441,67.230839849795,70.462730886133,74.690314101862,79.305841407856,91.020373789097,100,109.205317648781,112.903425037024,127.288138640449,148.147439820957,163.292789022561,175.082436623272
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|111---Agricultura<C1>",41.941066649001,37.015226653307,33.211622817489,40.675441387393,41.25212680804,40.263183985996,48.095894600084,55.251765359324,57.144030610588,56.020958347928,52.592531283768,54.973510045928,61.113985803401,68.802656401603,86.872931526408,100,113.107719518115,119.514897532772,139.940014583163,166.420324981255,184.505303357935,200.600168823445
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|112---Cría y explotación de animales<C1>",44.130029296671,49.701362680764,49.89492182839,50.558344347858,49.199305775805,56.172803492096,56.322499653475,59.092763759944,61.038044223682,71.663884717112,82.341642849336,90.311768943303,90.459414742601,91.288728037838,95.72543668639,100,104.803482173987,105.438457824593,114.071666761829,128.030697844188,141.878410758675,149.476251706508
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|114---Pesca, caza y captura<C1>",57.367421402509,59.64996447979,63.96896053898,63.971098054958,60.898205404969,75.718362200544,63.96677471637,74.924966234806,62.153630305156,68.150930212246,71.795383540718,65.47951848471,72.196695526801,74.336031446378,81.321194054866,100,128.1536230859,167.564863372895,136.275156993179,179.58722992583,184.468762549481,142.344008566144
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|113,115---Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales<C1>",76.677774616588,76.617497342858,75.253848085824,79.113052833425,81.906917643086,83.803076139904,76.657390192201,82.46211376093,81.730918943369,86.511315897094,83.671400978713,85.972383777688,87.83075872904,91.807321302533,96.529385170261,100,102.334336446581,105.917153850996,114.175991227852,125.603705920313,130.077041249169,136.341325079436
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias<C1>,49.130969059943,52.260656093055,53.581499733736,55.297775238794,57.533397914128,61.479122612852,65.975128346388,67.210120758014,71.431186529388,75.726020890853,77.255432352599,79.599836086112,83.563456166256,90.734162518299,96.032722530634,100,104.462751330772,110.705584768483,114.546317819699,125.864892241806,128.414297269078,130.357021480931
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería<C1>,29.746131612112,33.228259357195,35.98538853118,39.752101516917,57.911277315223,57.504117252791,64.358150189733,67.999685853097,76.476303209431,64.148342225378,73.472693500589,82.786063201607,64.147647186559,82.691972055527,98.501902668667,100,99.748340322147,107.954107063467,118.654402363044,99.727056028147,102.968859521261,94.060571880149
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-1---Minería petrolera<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-2---Minería no petrolera<C1>,29.746131612112,33.228259357195,35.98538853118,39.752101516917,57.911277315223,57.504117252791,64.358150189733,67.999685853097,76.476303209431,64.148342225378,73.472693500589,82.786063201607,64.147647186559,82.691972055527,98.501902668667,100,99.748340322147,107.954107063467,118.654402363044,99.727056028147,102.968859521261,94.060571880149
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|22---Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final<C1>",55.034419336893,53.767666706317,56.214445328906,54.623616783113,55.60957658674,60.333361361719,63.765096147394,63.107475054766,63.315813975246,63.248019818877,67.493696889084,71.486782504688,68.524791362107,72.388518186898,90.207814856682,100,110.927853681282,109.680640503668,126.964967544254,164.169004422445,188.033917969331,153.105481780865
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|23---Construcción<C1>,44.025155166846,48.779544698155,49.673237519782,52.087342389001,53.920313521897,59.162572897245,60.702903113719,61.26487461712,66.876165734501,70.81009481227,69.731797099931,71.450732169512,73.686307653627,80.320295603843,90.277179657155,100,103.929742902682,108.349253135917,121.977065387134,140.070826934778,145.117596175678,155.304034953962
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras<C1>,50.474626972855,53.45702492312,54.890403784036,56.476343345564,58.887638000925,62.563689887081,68.083162491221,69.601257089108,73.656638241672,78.751761184075,80.732817343168,82.428808948405,88.229053634459,95.504790237908,98.301172110136,100,104.318234478442,111.507172657162,111.804391761328,121.185063697997,122.288098921353,124.805430262574
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria<C1>,43.053013756176,46.077484652977,47.127541313457,48.258226075273,54.352109146431,60.088517085044,67.845613909668,72.649235033542,78.849128175979,84.527297108904,89.017838109229,89.053620003928,90.539635567818,96.054487037248,100.173275671644,100,102.727473529017,107.408621485562,113.879741446859,129.183650943438,136.133359871804,137.00985817909
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,44.42036139574,45.937367300515,49.871370566486,51.719277229109,52.40487769627,53.876365325903,61.712339691076,62.600220991995,63.710067112404,64.8975694392,67.928458100173,78.007341262154,82.757406587626,89.022584166443,94.123156122996,100,106.307235036097,117.01123695534,120.545460929021,130.43393077633,140.103790550889,144.198484230902
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",57.899574568928,58.039557875249,60.889187832511,63.120706473551,64.924574855162,66.744311140004,70.787134890795,75.757653475588,81.894590723358,80.396372528416,84.86694307579,85.786492530267,85.882783005709,89.236337176973,100.566876916493,100,102.912391654762,105.901489460239,112.290643455304,117.046457950136,118.780909316888,121.901867229852
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|315-316---Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos<C1>",60.594543767766,62.348088755802,64.140984706305,66.343545507167,68.098497888245,71.506046213309,74.991537614203,76.323577623309,82.628844518897,88.130546238307,89.926058543822,91.549103836564,96.98404600939,100.101520900746,102.050315264349,100,104.310659648005,107.420745383624,109.012492571264,116.131504446665,120.209320534522,127.438083801044
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera<C1>,48.668302504866,51.100465017216,54.517215183466,56.155323886097,59.277298966201,59.522463949404,66.945075651793,72.346839101137,78.49337997685,77.312122357554,80.4701536036,79.876921887475,87.051826394817,93.651992797026,101.186608423638,100,106.127601367855,109.96419246114,117.102045285866,131.260346979216,135.203450011564,133.49074836205
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|322-323---Industria del papel; Impresión e industrias conexas<C1>,50.178927258937,53.108189025527,56.39839625631,57.68095685281,60.078842573243,64.191277914447,69.430764186516,70.671881867967,73.341349221125,79.929877904438,87.597717556621,85.875536525774,88.429726513577,92.161047679654,95.672196202446,100,104.724053790405,108.995942303747,114.328534295979,124.904136320697,132.324052073793,134.018554190581
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|324-326---Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule<C1>,51.376580054239,58.245270135971,62.130151412769,64.112177109064,65.114042555609,68.602365601325,70.392330399189,70.851092841624,75.098171406096,81.253703242064,86.871282620842,87.171577739003,92.151120272372,97.983775374392,100.088239232158,100,104.129492834138,108.220604066542,109.630685472285,123.079643365457,129.695570469743,127.938535902861
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|327---Fabricación de productos a base de minerales no metálicos<C1>,55.062771985849,55.673971887373,55.34071148837,56.099683971823,59.48554200487,61.423272275976,68.896837520659,63.942041677088,63.113147589193,66.344096602931,71.937655281127,76.951553581272,84.556136593074,85.998226562211,92.947864332528,100,109.276474634798,119.94922982612,123.292988056717,136.478402823087,143.356004013287,148.312872151163
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|331-332---Industrias metálicas básicas; Fabricación de productos metálicos<C1>,38.825093325627,48.581233649552,46.420328732886,51.064465682321,54.407912116133,65.558284342767,65.119696343823,65.351582791189,71.206741256125,77.075769724352,77.867044441739,77.212714579246,84.127964563844,88.651245011984,93.136679342841,100,103.78366975431,110.092688016343,125.682514648634,135.803575285658,130.179730003515,132.72118668641
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|333-336---Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte<C1>",58.80076084804,60.582833011817,60.898942155568,61.050062731065,61.467798139286,63.514283035436,69.630487734404,69.272868339771,71.740505794995,77.814062674961,75.766082648114,77.863865133365,87.388477910827,98.106802671141,98.555293195301,100,104.748571166565,115.100720649042,103.542792180545,107.358381007657,102.543282161145,108.413448378573
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",52.316901323132,52.182252792105,54.22001153302,55.897350364699,58.922721294777,60.854006882107,63.720528202727,65.800465904516,72.813005149485,77.54908391272,85.030971727358,84.078551604273,88.944764362376,94.501656466225,100.106717148342,100,104.856650761434,108.458452285248,113.254433580851,123.407721305111,138.065769607094,138.248037636408
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,47.752769047013,52.502442956879,55.50085944376,58.238679435663,62.429116319668,66.846012325687,74.427043455942,76.84559809207,74.990174769622,78.1275550435,79.964085702413,83.914011841537,90.866639972595,97.655046133555,103.143849564158,100,103.743802914571,112.493496280782,119.352066926669,130.458379528611,137.520600865411,134.525938144541
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias<C1>,48.202740117858,51.416066278983,54.728294612042,57.217387078906,60.968008071296,65.090670356739,68.03930876523,70.809799344833,73.325251032296,77.518279645932,79.612363098161,82.260675135864,86.004247404411,91.230507350791,96.18609581514,100,103.715885963426,108.964723032654,113.686822189465,121.946746221984,125.90064453123,132.39542162805
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|43---Comercio al por mayor<C1>,43.326626271515,47.28557528897,49.583878478132,51.299704404269,54.720861705645,59.39467012807,63.097303184142,64.67830656452,68.06584316091,72.562181075182,74.306596722976,75.535422908206,81.533509952209,89.315634841654,95.575530930834,100,102.976053432622,107.933221493762,114.478828648801,124.515412576118,122.359968039076,127.055516730623
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|46---Comercio al por menor<C1>,39.22424058248,43.285369111434,44.858219455971,46.533036076398,50.622840061218,56.154451369871,56.51547299496,59.730303966334,62.913628661742,71.340215329515,72.551551637687,74.736244418884,79.401198151711,88.270785353145,94.954259095617,100,101.985826907505,108.886078201863,116.401666453924,122.269078159536,119.036308353849,124.414898646564
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",50.03840271895,49.850627233218,55.762468154802,58.675345577288,63.553391939719,67.30108943627,69.957265083473,79.698882982797,80.250448492427,83.397368513934,82.497010726761,85.464010200401,87.460309987769,92.365117286113,94.077661274108,100,105.363621039523,112.294727336084,118.297248695032,125.622642527439,133.58345555882,140.516451749417
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|51---Información en medios masivos<C1>,163.160211835665,171.236237756532,182.976723009967,191.905453086416,194.367298245944,191.937995898091,195.789917172558,200.764755850209,185.677118491831,168.655474644174,171.977797681559,164.360726342569,134.080398145266,104.15696872471,99.771236664234,100,99.838734322966,97.678027517971,98.437048943112,96.163489472022,94.092162115271,94.93791273779
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|52---Servicios financieros y de seguros<C1>,75.873241223722,73.610286969972,110.285796939598,106.437762928203,115.306499139592,105.694455789068,102.546567940778,89.288385571883,90.027151001034,90.26942105737,89.957077137189,92.530305351274,88.500800898176,92.081230096628,95.194241183924,100,103.025254983396,109.48815335801,107.208087177991,125.327644491946,140.978800866282,142.724988875229
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,56.57199384384,59.49157967207,62.244752660411,65.765302527249,69.001120560187,73.11593356588,75.971280520616,78.470722937197,81.169887641518,83.187965497894,86.795363388909,89.765288428289,92.31376276551,94.882392941185,97.34269794139,100,103.550924301253,106.797692315829,109.440757861909,113.265199975415,117.973008098139,124.156323940204
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",58.802119745854,63.192583755268,63.812268652326,65.241357959313,65.820456622437,66.281602190811,69.926877269994,71.015603690399,71.523260764932,76.936946091675,81.868035856538,82.499491135242,82.885701136805,89.475766604778,96.890925087111,100,106.297615767459,113.939236637243,114.813617967454,122.116063561837,128.875545407696,144.716214238222
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|55---Corporativos<C1>,45.713140878362,56.077804945127,60.893852547815,61.774861751744,60.820284697509,74.606272885332,69.4701065102,66.528807429933,68.789618183939,70.547190819031,70.760423078373,70.0480838767,71.209947927422,81.554195567823,91.625274146318,100,103.321026187576,106.859380458283,114.810212911063,116.75694423386,120.117684960582,125.409924774516
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación<C1>",53.21171364694,56.083212637364,59.537826746723,62.038941922857,64.732888593444,68.213092045016,71.813455709518,73.706950123092,76.341227987166,80.641197771369,82.401867577592,85.496279066138,88.855744475742,93.452168160153,97.079924518725,100,102.597185542936,104.437214927912,106.412436106585,112.224791078742,117.663812604618,124.142432854848
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|61---Servicios educativos<C1>,39.408802900603,42.295047254553,45.886259643786,49.324068515914,52.953042402689,57.065475558725,59.808919378448,63.497801677869,67.055433948314,73.297892491756,77.592370224288,82.609400412856,88.047549390807,91.526553046586,95.015136107504,100,105.304600683503,108.846967638396,113.728285640075,118.712105243271,128.115526439362,135.199848438081
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,39.822616765592,42.521309242028,43.566766912214,42.98780335975,46.277794197609,51.928034837353,54.033002135717,57.792562680357,62.957314588935,66.520881080595,72.136537271162,77.012311175661,85.090712924151,87.615239550719,94.514351692229,100,105.334904023319,116.280700226781,119.318037232983,125.68376309401,134.696437857063,143.412612565226
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",51.903181853553,54.325326721602,57.290057612371,60.60562083119,64.976795434036,68.851551308203,72.141238118577,73.863493368549,76.892444415574,79.164496339028,84.128931163172,87.553866786063,88.705992549577,91.424487539284,95.668778084472,100,103.955100813874,105.819197414725,109.330853822412,113.422604225296,120.445312470101,126.108647256819
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,49.928135099441,54.524221898049,51.41760797738,53.537603619535,53.173551716521,55.462908688617,60.548148327321,64.645062520342,67.110512715682,67.757388360924,66.825291446158,71.622064837833,83.906893481648,92.339362207913,105.724744726817,100,105.145547072838,108.411199116194,109.807145646912,125.158597168358,138.143223732983,148.311813074134
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,54.907360701402,57.548121892776,60.290100825035,63.49325780256,66.168235166041,68.492759378021,70.381640841646,73.487860443589,76.016082396378,78.810501531234,81.828305009003,85.256492976314,87.911678733616,91.713903573319,96.714906963542,100,105.027860727707,113.676964292419,122.386280290855,137.567101118544,153.06829110981,171.855677901797
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",41.344214829077,45.484248000047,49.324519018111,53.913849362526,58.924543157749,63.009598318668,67.283710506057,71.464689408583,75.581215628183,79.31749548656,81.245807495477,85.222269630397,86.409664677549,90.170697578391,95.228057797444,100,106.601000127135,112.783956808337,117.275728706535,124.40702228314,133.890093138784,141.579499054701
Variación porcentual anual de los índices de precios implícitos|B.1bP---Producto interno bruto<C1>,NA,5.68135149833,4.273726265443,4.028614071488,5.530579633943,5.166665228735,7.925490804147,4.00431779641,4.081703479593,5.467642416652,3.721076199133,4.996173203012,5.188747700146,7.261544875438,5.406026141226,4.313802942485,4.511862706057,6.208618489042,4.038600288858,7.255990699362,4.598136817815,4.712846410619
"Variación porcentual anual de los índices de precios implícitos|D.21-D.31---Impuestos sobre los productos, netos",NA,-2.700000484347,-1.405440195072,-3.197688315652,8.003397563594,-24.57490471193,68.255945937543,9.389291794247,-5.906536706731,-3.856813543602,32.342010129933,41.66336505137,10.835253840924,12.519032106261,-3.280316333762,3.749692759851,7.857634297671,21.164063115909,-3.983247845031,-12.446442724505,25.67753582924,11.199139833819
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  <C1>,NA,6.132867580888,4.648776054634,4.372674837021,5.296800393073,6.752891649828,5.741746463579,3.604774563196,4.382473321811,5.885609153957,2.581380425995,3.221730055105,4.802654632143,6.899428875146,6.051505568625,4.351802339713,4.278880722717,5.25198684591,4.610729475042,8.71418539973,3.325437460354,4.247334356064
Variación porcentual anual de los índices de precios implícitos|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias<C1>,NA,0.047927647652,-4.998926702282,10.711322187321,-1.468103587551,5.704856776593,9.132645029393,9.594194749531,2.556028677775,8.672185540999,4.115624118785,4.807155530942,5.999743641161,6.179552678945,14.771336099942,9.865512343104,9.205317648781,3.386380322739,12.740723852007,16.387466580393,10.223159590141,7.219943802345
