Año,sector_economico_1,sector_economico_2,ta,asegurados
31/05/2021,8,81,15473,
30/06/2021,8,81,15966,
31/07/2021,8,81,19171,
31/08/2021,8,81,19397,
30/09/2021,8,81,19375,
31/10/2021,8,81,19920,
30/11/2021,8,81,19989,
31/12/2021,8,81,19651,
31/01/2022,8,81,19595,
28/02/2022,8,81,19663,
31/03/2022,8,81,19716,
30/04/2022,8,81,19723,
31/05/2022,8,81,19761,
30/06/2022,8,81,19845,
31/07/2022,8,81,19992,
31/08/2022,8,81,20112,
30/09/2022,8,81,20170,
31/10/2022,8,81,20296,
30/11/2022,8,81,20120,
31/12/2022,8,81,20229,
31/01/2023,8,81,20358,20358
28/02/2023,8,81,20472,20472
31/03/2023,8,81,20521,20521
30/04/2023,8,81,20674,20674
31/05/2023,8,81,20842,20842
30/06/2023,8,81,20962,20962
31/07/2023,8,81,21147,21147
31/08/2023,8,81,21317,21317
30/09/2023,8,81,21261,21261
31/10/2023,8,81,21427,21427
30/11/2023,8,81,21391,21391
31/12/2023,8,81,21360,21360
31/01/2024,8,81,21439,21439
29/02/2024,8,81,21523,21523
31/03/2024,8,81,21552,21552
30/04/2024,8,81,21530,21530
31/05/2024,8,81,21480,21480
30/06/2024,8,81,21410,21410
31/07/2024,8,81,21657,21657
31/08/2024,8,81,21683,21683
30/09/2024,8,81,21696,21696
31/10/2024,8,81,21754,21754
30/11/2024,8,81,21565,21565
31/12/2024,8,81,21423,21423
31/01/2025,8,81,21420,21420
28/02/2025,8,81,21332,21332
31/03/2025,8,81,21400,21400
30/04/2025,8,81,21765,21765
31/05/2025,8,81,21769,21769
30/06/2025,8,81,21816,21816
31/07/2025,8,81,21833,21833
31/08/2025,8,81,21760,21760
30/09/2025,8,81,21729,21729
31/10/2025,8,81,21712,21712
30/11/2025,8,81,21579,21579
31/12/2025,8,81,21437,21437
31/01/2026,8,81,21283,21283
31/03/2010,8,82,3854,
30/04/2010,8,82,3794,
31/05/2010,8,82,3881,
30/06/2010,8,82,3842,
31/07/2010,8,82,3921,
31/08/2010,8,82,3947,
30/09/2010,8,82,4034,
31/10/2010,8,82,4127,
30/11/2010,8,82,4221,
31/12/2010,8,82,4231,
31/01/2011,8,82,4189,
28/02/2011,8,82,4098,
31/03/2011,8,82,4166,
30/04/2011,8,82,4264,
31/05/2011,8,82,4434,
30/06/2011,8,82,4553,
31/07/2011,8,82,4589,
31/08/2011,8,82,4670,
30/09/2011,8,82,4777,
31/10/2011,8,82,4845,
30/11/2011,8,82,4842,
31/12/2011,8,82,4856,
31/01/2012,8,82,4839,
29/02/2012,8,82,4861,
31/03/2012,8,82,4832,
30/04/2012,8,82,4877,
31/05/2012,8,82,4924,
30/06/2012,8,82,4951,
31/07/2012,8,82,5014,
31/08/2012,8,82,5154,
30/09/2012,8,82,5236,
31/10/2012,8,82,5233,
30/11/2012,8,82,5300,
31/12/2012,8,82,5310,
31/01/2013,8,82,5420,
28/02/2013,8,82,5531,
31/03/2013,8,82,5464,
30/04/2013,8,82,5603,
31/05/2013,8,82,5551,
30/06/2013,8,82,5518,
31/07/2013,8,82,5549,
31/08/2013,8,82,5530,
30/09/2013,8,82,5539,
31/10/2013,8,82,5638,
30/11/2013,8,82,5662,
31/12/2013,8,82,5579,
31/01/2014,8,82,5116,
28/02/2014,8,82,5212,
31/03/2014,8,82,5232,
30/04/2014,8,82,5234,
31/05/2014,8,82,5366,
30/06/2014,8,82,5523,
31/07/2014,8,82,5416,
31/08/2014,8,82,5657,
30/09/2014,8,82,5613,
31/10/2014,8,82,5534,
30/11/2014,8,82,5490,
31/12/2014,8,82,5564,
31/01/2015,8,82,5493,
28/02/2015,8,82,5512,
31/03/2015,8,82,5518,
30/04/2015,8,82,5610,
31/05/2015,8,82,5780,
30/06/2015,8,82,5929,
31/07/2015,8,82,6023,
31/08/2015,8,82,6036,
30/09/2015,8,82,6091,
31/10/2015,8,82,5932,
30/11/2015,8,82,5932,
31/12/2015,8,82,5869,
31/01/2016,8,82,5875,
29/02/2016,8,82,5856,
31/03/2016,8,82,5874,
30/04/2016,8,82,5866,
31/05/2016,8,82,5906,
30/06/2016,8,82,5843,
31/07/2016,8,82,5763,
31/08/2016,8,82,5891,
30/09/2016,8,82,5927,
31/10/2016,8,82,5987,
30/11/2016,8,82,5985,
31/12/2016,8,82,5961,
31/01/2017,8,82,6369,
28/02/2017,8,82,6350,
31/03/2017,8,82,6353,
30/04/2017,8,82,6317,
31/05/2017,8,82,6219,
30/06/2017,8,82,6374,
31/07/2017,8,82,6411,
31/08/2017,8,82,6502,
30/09/2017,8,82,6663,
31/10/2017,8,82,6703,
30/11/2017,8,82,6675,
31/12/2017,8,82,6681,
31/01/2018,8,82,6461,
28/02/2018,8,82,6337,
31/03/2018,8,82,6412,
30/04/2018,8,82,6419,
31/05/2018,8,82,6480,
30/06/2018,8,82,6349,
31/07/2018,8,82,6278,
31/08/2018,8,82,6270,
30/09/2018,8,82,6264,
31/10/2018,8,82,6304,
30/11/2018,8,82,6326,
31/12/2018,8,82,6223,
31/01/2019,8,82,6149,
28/02/2019,8,82,6106,
31/03/2019,8,82,6061,
30/04/2019,8,82,5998,
31/05/2019,8,82,5997,
30/06/2019,8,82,6066,
31/07/2019,8,82,6173,
31/08/2019,8,82,6220,
30/09/2019,8,82,6238,
31/10/2019,8,82,6295,
30/11/2019,8,82,6377,
31/12/2019,8,82,6349,
31/01/2020,8,82,7058,
29/02/2020,8,82,6971,
31/03/2020,8,82,7038,
30/04/2020,8,82,6911,
31/05/2020,8,82,6705,
30/06/2020,8,82,6744,
31/07/2020,8,82,6715,
31/08/2020,8,82,6678,
30/09/2020,8,82,6700,
31/10/2020,8,82,6697,
30/11/2020,8,82,6740,
31/12/2020,8,82,6736,
31/01/2021,8,82,6791,
28/02/2021,8,82,6814,
31/03/2021,8,82,6693,
30/04/2021,8,82,6707,
31/05/2021,8,82,6797,
30/06/2021,8,82,6946,
31/07/2021,8,82,6963,
31/08/2021,8,82,6418,
30/09/2021,8,82,6709,
31/10/2021,8,82,6796,
30/11/2021,8,82,6894,
31/12/2021,8,82,6918,
31/01/2022,8,82,6952,
28/02/2022,8,82,7046,
31/03/2022,8,82,7122,
30/04/2022,8,82,7279,
31/05/2022,8,82,7293,
30/06/2022,8,82,7276,
31/07/2022,8,82,7234,
31/08/2022,8,82,7204,
30/09/2022,8,82,7199,
31/10/2022,8,82,6989,
30/11/2022,8,82,7037,
31/12/2022,8,82,7002,
31/01/2023,8,82,6970,6970
28/02/2023,8,82,6930,6930
31/03/2023,8,82,6938,6938
30/04/2023,8,82,6949,6949
31/05/2023,8,82,6921,6921
30/06/2023,8,82,6994,6994
31/07/2023,8,82,6964,6964
31/08/2023,8,82,6936,6936
30/09/2023,8,82,6909,6909
31/10/2023,8,82,6847,6847
30/11/2023,8,82,6915,6915
31/12/2023,8,82,6819,6819
31/01/2024,8,82,6680,6680
29/02/2024,8,82,6634,6634
31/03/2024,8,82,6507,6507
30/04/2024,8,82,6453,6453
31/05/2024,8,82,6455,6455
30/06/2024,8,82,6491,6491
31/07/2024,8,82,6455,6455
31/08/2024,8,82,6511,6511
30/09/2024,8,82,6524,6524
31/10/2024,8,82,6610,6610
30/11/2024,8,82,6574,6574
31/12/2024,8,82,6537,6537
31/01/2025,8,82,6535,6535
28/02/2025,8,82,6423,6423
31/03/2025,8,82,6410,6410
30/04/2025,8,82,6368,6368
31/05/2025,8,82,6365,6365
30/06/2025,8,82,6317,6317
31/07/2025,8,82,6301,6301
31/08/2025,8,82,6333,6333
30/09/2025,8,82,6325,6325
31/10/2025,8,82,6413,6413
30/11/2025,8,82,6469,6469
31/12/2025,8,82,6407,6407
31/01/2026,8,82,6382,6382
31/03/2010,8,83,3535,
30/04/2010,8,83,3504,
31/05/2010,8,83,3635,
30/06/2010,8,83,3699,
31/07/2010,8,83,3721,
31/08/2010,8,83,3650,
30/09/2010,8,83,3526,
31/10/2010,8,83,3367,
30/11/2010,8,83,3127,
31/12/2010,8,83,3226,
31/01/2011,8,83,3056,
28/02/2011,8,83,2939,
31/03/2011,8,83,2931,
30/04/2011,8,83,2955,
31/05/2011,8,83,2988,
30/06/2011,8,83,2985,
31/07/2011,8,83,2991,
31/08/2011,8,83,3072,
30/09/2011,8,83,3080,
31/10/2011,8,83,3123,
30/11/2011,8,83,3098,
31/12/2011,8,83,3077,
31/01/2012,8,83,3238,
29/02/2012,8,83,3257,
31/03/2012,8,83,3320,
30/04/2012,8,83,3370,
31/05/2012,8,83,3427,
30/06/2012,8,83,3476,
31/07/2012,8,83,3519,
31/08/2012,8,83,3456,
30/09/2012,8,83,3393,
31/10/2012,8,83,3377,
30/11/2012,8,83,3502,
31/12/2012,8,83,3426,
31/01/2013,8,83,3377,
28/02/2013,8,83,3411,
31/03/2013,8,83,3389,
30/04/2013,8,83,3308,
31/05/2013,8,83,3312,
30/06/2013,8,83,3251,
31/07/2013,8,83,3232,
31/08/2013,8,83,3261,
30/09/2013,8,83,3356,
31/10/2013,8,83,3199,
30/11/2013,8,83,3237,
31/12/2013,8,83,3281,
31/01/2014,8,83,3241,
28/02/2014,8,83,3169,
31/03/2014,8,83,3251,
30/04/2014,8,83,3192,
31/05/2014,8,83,3209,
30/06/2014,8,83,3170,
31/07/2014,8,83,3271,
31/08/2014,8,83,3279,
30/09/2014,8,83,3809,
31/10/2014,8,83,3895,
30/11/2014,8,83,3843,
31/12/2014,8,83,3823,
31/01/2015,8,83,3320,
28/02/2015,8,83,3396,
31/03/2015,8,83,3635,
30/04/2015,8,83,3691,
31/05/2015,8,83,3742,
30/06/2015,8,83,3811,
31/07/2015,8,83,3791,
31/08/2015,8,83,3836,
30/09/2015,8,83,3790,
31/10/2015,8,83,3944,
30/11/2015,8,83,3877,
31/12/2015,8,83,3910,
31/01/2016,8,83,3883,
29/02/2016,8,83,3945,
31/03/2016,8,83,3995,
30/04/2016,8,83,3858,
31/05/2016,8,83,3809,
30/06/2016,8,83,3718,
31/07/2016,8,83,3864,
31/08/2016,8,83,3961,
30/09/2016,8,83,3960,
31/10/2016,8,83,4032,
30/11/2016,8,83,4066,
31/12/2016,8,83,4030,
31/01/2017,8,83,4059,
28/02/2017,8,83,4121,
31/03/2017,8,83,4738,
30/04/2017,8,83,4801,
31/05/2017,8,83,4821,
30/06/2017,8,83,4821,
31/07/2017,8,83,4924,
31/08/2017,8,83,5053,
30/09/2017,8,83,5043,
31/10/2017,8,83,5180,
30/11/2017,8,83,5269,
31/12/2017,8,83,4910,
31/01/2018,8,83,5198,
28/02/2018,8,83,5124,
31/03/2018,8,83,5143,
30/04/2018,8,83,5172,
31/05/2018,8,83,5082,
30/06/2018,8,83,5065,
31/07/2018,8,83,5061,
31/08/2018,8,83,5083,
30/09/2018,8,83,5236,
31/10/2018,8,83,4762,
30/11/2018,8,83,4800,
31/12/2018,8,83,4726,
31/01/2019,8,83,4734,
28/02/2019,8,83,4708,
31/03/2019,8,83,4703,
30/04/2019,8,83,4890,
31/05/2019,8,83,5074,
30/06/2019,8,83,5204,
31/07/2019,8,83,5288,
31/08/2019,8,83,5395,
30/09/2019,8,83,5421,
31/10/2019,8,83,5470,
30/11/2019,8,83,5467,
31/12/2019,8,83,5583,
31/01/2020,8,83,5868,
29/02/2020,8,83,6055,
31/03/2020,8,83,6103,
30/04/2020,8,83,6017,
31/05/2020,8,83,6242,
30/06/2020,8,83,6180,
31/07/2020,8,83,6361,
31/08/2020,8,83,6360,
30/09/2020,8,83,5954,
31/10/2020,8,83,6396,
30/11/2020,8,83,6390,
31/12/2020,8,83,5932,
31/01/2021,8,83,5959,
28/02/2021,8,83,6024,
31/03/2021,8,83,6330,
30/04/2021,8,83,6380,
31/05/2021,8,83,6085,
30/06/2021,8,83,6095,
31/07/2021,8,83,6467,
31/08/2021,8,83,6218,
30/09/2021,8,83,6258,
31/10/2021,8,83,6310,
30/11/2021,8,83,6391,
31/12/2021,8,83,6355,
31/01/2022,8,83,6397,
28/02/2022,8,83,6490,
31/03/2022,8,83,6401,
30/04/2022,8,83,6347,
31/05/2022,8,83,6344,
30/06/2022,8,83,6182,
31/07/2022,8,83,6221,
31/08/2022,8,83,6285,
30/09/2022,8,83,6324,
31/10/2022,8,83,6376,
30/11/2022,8,83,6387,
31/12/2022,8,83,6261,
31/01/2023,8,83,6322,6322
28/02/2023,8,83,6384,6384
31/03/2023,8,83,6447,6447
30/04/2023,8,83,6543,6543
31/05/2023,8,83,6626,6626
30/06/2023,8,83,6680,6680
31/07/2023,8,83,6724,6724
31/08/2023,8,83,6755,6755
30/09/2023,8,83,6942,6942
31/10/2023,8,83,7046,7046
30/11/2023,8,83,7155,7155
31/12/2023,8,83,7044,7044
31/01/2024,8,83,7376,7376
29/02/2024,8,83,7473,7473
31/03/2024,8,83,7448,7448
30/04/2024,8,83,7602,7602
31/05/2024,8,83,7796,7796
30/06/2024,8,83,8021,8021
31/07/2024,8,83,8377,8377
31/08/2024,8,83,8426,8426
30/09/2024,8,83,7675,7675
31/10/2024,8,83,7720,7720
30/11/2024,8,83,7686,7686
31/12/2024,8,83,7669,7669
31/01/2025,8,83,7834,7834
28/02/2025,8,83,8227,8227
31/03/2025,8,83,8024,8024
30/04/2025,8,83,7812,7812
31/05/2025,8,83,7752,7752
30/06/2025,8,83,7756,7756
31/07/2025,8,83,7748,7748
31/08/2025,8,83,7732,7732
30/09/2025,8,83,7799,7799
31/10/2025,8,83,7863,7863
30/11/2025,8,83,7903,7903
31/12/2025,8,83,7815,7815
31/01/2026,8,83,7911,7911
31/03/2010,8,84,125980,
30/04/2010,8,84,125718,
31/05/2010,8,84,126020,
30/06/2010,8,84,121951,
31/07/2010,8,84,121709,
31/08/2010,8,84,122540,
30/09/2010,8,84,123540,
31/10/2010,8,84,123258,
30/11/2010,8,84,124346,
31/12/2010,8,84,122277,
31/01/2011,8,84,120454,
28/02/2011,8,84,121563,
31/03/2011,8,84,119520,
30/04/2011,8,84,120036,
31/05/2011,8,84,120747,
30/06/2011,8,84,121475,
31/07/2011,8,84,122977,
31/08/2011,8,84,124922,
30/09/2011,8,84,126399,
31/10/2011,8,84,126164,
30/11/2011,8,84,127234,
31/12/2011,8,84,123957,
31/01/2012,8,84,123195,
29/02/2012,8,84,125846,
31/03/2012,8,84,127089,
30/04/2012,8,84,127485,
31/05/2012,8,84,127154,
30/06/2012,8,84,124288,
31/07/2012,8,84,124705,
31/08/2012,8,84,122893,
30/09/2012,8,84,124408,
31/10/2012,8,84,122149,
30/11/2012,8,84,124127,
31/12/2012,8,84,123448,
31/01/2013,8,84,125687,
28/02/2013,8,84,126931,
31/03/2013,8,84,125073,
30/04/2013,8,84,123417,
31/05/2013,8,84,124325,
30/06/2013,8,84,125170,
31/07/2013,8,84,125131,
31/08/2013,8,84,127333,
30/09/2013,8,84,126284,
31/10/2013,8,84,128767,
30/11/2013,8,84,128974,
31/12/2013,8,84,126248,
31/01/2014,8,84,126901,
28/02/2014,8,84,125892,
31/03/2014,8,84,127932,
30/04/2014,8,84,130088,
31/05/2014,8,84,131740,
30/06/2014,8,84,134024,
31/07/2014,8,84,136884,
31/08/2014,8,84,136981,
30/09/2014,8,84,137052,
31/10/2014,8,84,138809,
30/11/2014,8,84,140151,
31/12/2014,8,84,136276,
31/01/2015,8,84,138638,
28/02/2015,8,84,139289,
31/03/2015,8,84,139738,
30/04/2015,8,84,138294,
31/05/2015,8,84,135487,
30/06/2015,8,84,136031,
31/07/2015,8,84,137049,
31/08/2015,8,84,138399,
30/09/2015,8,84,138497,
31/10/2015,8,84,139137,
30/11/2015,8,84,141333,
31/12/2015,8,84,141119,
31/01/2016,8,84,140465,
29/02/2016,8,84,140952,
31/03/2016,8,84,141946,
30/04/2016,8,84,146688,
31/05/2016,8,84,148212,
30/06/2016,8,84,146544,
31/07/2016,8,84,149226,
31/08/2016,8,84,148923,
30/09/2016,8,84,150798,
31/10/2016,8,84,153265,
30/11/2016,8,84,153985,
31/12/2016,8,84,151213,
31/01/2017,8,84,151801,
28/02/2017,8,84,152711,
31/03/2017,8,84,158121,
30/04/2017,8,84,158270,
31/05/2017,8,84,157859,
30/06/2017,8,84,160250,
31/07/2017,8,84,162508,
31/08/2017,8,84,164563,
30/09/2017,8,84,165186,
31/10/2017,8,84,168715,
30/11/2017,8,84,168273,
31/12/2017,8,84,167532,
31/01/2018,8,84,165815,
28/02/2018,8,84,167452,
31/03/2018,8,84,167366,
30/04/2018,8,84,167896,
31/05/2018,8,84,169371,
30/06/2018,8,84,169531,
31/07/2018,8,84,169451,
31/08/2018,8,84,172932,
30/09/2018,8,84,174699,
31/10/2018,8,84,172965,
30/11/2018,8,84,176024,
31/12/2018,8,84,175260,
31/01/2019,8,84,178589,
28/02/2019,8,84,181426,
31/03/2019,8,84,181653,
30/04/2019,8,84,182858,
31/05/2019,8,84,183072,
30/06/2019,8,84,182724,
31/07/2019,8,84,182924,
31/08/2019,8,84,183054,
30/09/2019,8,84,184287,
31/10/2019,8,84,184559,
30/11/2019,8,84,187845,
31/12/2019,8,84,185964,
31/01/2020,8,84,182466,
29/02/2020,8,84,183985,
31/03/2020,8,84,182339,
30/04/2020,8,84,177530,
31/05/2020,8,84,176644,
30/06/2020,8,84,176552,
31/07/2020,8,84,178179,
31/08/2020,8,84,179507,
30/09/2020,8,84,182128,
31/10/2020,8,84,183166,
30/11/2020,8,84,184321,
31/12/2020,8,84,180178,
31/01/2021,8,84,181823,
28/02/2021,8,84,183755,
31/03/2021,8,84,183456,
30/04/2021,8,84,185273,
31/05/2021,8,84,184527,
30/06/2021,8,84,184937,
31/07/2021,8,84,167923,
31/08/2021,8,84,166229,
30/09/2021,8,84,164297,
31/10/2021,8,84,164520,
30/11/2021,8,84,163640,
31/12/2021,8,84,161092,
31/01/2022,8,84,161490,
28/02/2022,8,84,161379,
31/03/2022,8,84,163310,
30/04/2022,8,84,163198,
31/05/2022,8,84,164779,
30/06/2022,8,84,165666,
31/07/2022,8,84,166373,
31/08/2022,8,84,167622,
30/09/2022,8,84,167313,
31/10/2022,8,84,168418,
30/11/2022,8,84,170137,
31/12/2022,8,84,169070,
31/01/2023,8,84,170091,170091
28/02/2023,8,84,170349,170349
31/03/2023,8,84,170352,170352
30/04/2023,8,84,171056,171056
31/05/2023,8,84,169986,169986
30/06/2023,8,84,170079,170079
31/07/2023,8,84,171212,171212
31/08/2023,8,84,170576,170576
30/09/2023,8,84,171557,171557
31/10/2023,8,84,173303,173303
30/11/2023,8,84,176442,176442
31/12/2023,8,84,174758,174758
31/01/2024,8,84,174625,174625
29/02/2024,8,84,172454,172454
31/03/2024,8,84,172672,172672
30/04/2024,8,84,174503,174503
31/05/2024,8,84,172955,172955
30/06/2024,8,84,172322,172322
31/07/2024,8,84,173251,173251
31/08/2024,8,84,172323,172323
30/09/2024,8,84,177020,177020
31/10/2024,8,84,183375,183375
30/11/2024,8,84,181439,181439
31/12/2024,8,84,180469,180469
31/01/2025,8,84,179022,179022
28/02/2025,8,84,179531,179531
31/03/2025,8,84,178256,178256
30/04/2025,8,84,178613,178613
31/05/2025,8,84,177678,177678
30/06/2025,8,84,178296,178296
31/07/2025,8,84,178776,178776
31/08/2025,8,84,179636,179636
30/09/2025,8,84,187286,187286
31/10/2025,8,84,182857,182857
30/11/2025,8,84,184181,184181
31/12/2025,8,84,191644,191644
31/01/2026,8,84,181050,181050
31/03/2010,8,85,3926,
30/04/2010,8,85,3820,
31/05/2010,8,85,3821,
30/06/2010,8,85,3932,
31/07/2010,8,85,3908,
31/08/2010,8,85,3870,
30/09/2010,8,85,3940,
31/10/2010,8,85,4003,
30/11/2010,8,85,4104,
31/12/2010,8,85,4053,
31/01/2011,8,85,4093,
28/02/2011,8,85,4097,
31/03/2011,8,85,4158,
30/04/2011,8,85,4039,
31/05/2011,8,85,4161,
30/06/2011,8,85,4099,
31/07/2011,8,85,4027,
31/08/2011,8,85,4258,
30/09/2011,8,85,4223,
31/10/2011,8,85,4287,
30/11/2011,8,85,4250,
31/12/2011,8,85,4320,
31/01/2012,8,85,4106,
29/02/2012,8,85,4102,
31/03/2012,8,85,4255,
30/04/2012,8,85,4242,
31/05/2012,8,85,4239,
30/06/2012,8,85,4289,
31/07/2012,8,85,4235,
31/08/2012,8,85,4309,
30/09/2012,8,85,4448,
31/10/2012,8,85,4294,
30/11/2012,8,85,4189,
31/12/2012,8,85,4114,
31/01/2013,8,85,4010,
28/02/2013,8,85,4083,
31/03/2013,8,85,4058,
30/04/2013,8,85,3854,
31/05/2013,8,85,3689,
30/06/2013,8,85,3740,
31/07/2013,8,85,3718,
31/08/2013,8,85,3649,
30/09/2013,8,85,3615,
31/10/2013,8,85,3676,
30/11/2013,8,85,3769,
31/12/2013,8,85,3814,
31/01/2014,8,85,3915,
28/02/2014,8,85,3924,
31/03/2014,8,85,3878,
30/04/2014,8,85,3929,
31/05/2014,8,85,3847,
30/06/2014,8,85,3904,
31/07/2014,8,85,4000,
31/08/2014,8,85,3969,
30/09/2014,8,85,4034,
31/10/2014,8,85,3956,
30/11/2014,8,85,3921,
31/12/2014,8,85,4148,
31/01/2015,8,85,4053,
28/02/2015,8,85,4017,
31/03/2015,8,85,4023,
30/04/2015,8,85,4018,
31/05/2015,8,85,4165,
30/06/2015,8,85,4151,
31/07/2015,8,85,4297,
31/08/2015,8,85,4504,
30/09/2015,8,85,4640,
31/10/2015,8,85,4698,
30/11/2015,8,85,4760,
31/12/2015,8,85,4765,
31/01/2016,8,85,4770,
29/02/2016,8,85,4882,
31/03/2016,8,85,4943,
30/04/2016,8,85,4927,
31/05/2016,8,85,4991,
30/06/2016,8,85,5002,
31/07/2016,8,85,4765,
31/08/2016,8,85,4681,
30/09/2016,8,85,4688,
31/10/2016,8,85,4776,
30/11/2016,8,85,4669,
31/12/2016,8,85,4686,
31/01/2017,8,85,4734,
28/02/2017,8,85,4741,
31/03/2017,8,85,4833,
30/04/2017,8,85,4763,
31/05/2017,8,85,4835,
30/06/2017,8,85,4876,
31/07/2017,8,85,5017,
31/08/2017,8,85,4978,
30/09/2017,8,85,4959,
31/10/2017,8,85,5117,
30/11/2017,8,85,5210,
31/12/2017,8,85,5026,
31/01/2018,8,85,5153,
28/02/2018,8,85,5130,
31/03/2018,8,85,5007,
30/04/2018,8,85,5322,
31/05/2018,8,85,5463,
30/06/2018,8,85,5710,
31/07/2018,8,85,5524,
31/08/2018,8,85,5908,
30/09/2018,8,85,6195,
31/10/2018,8,85,6337,
30/11/2018,8,85,6153,
31/12/2018,8,85,5810,
31/01/2019,8,85,5939,
28/02/2019,8,85,5981,
31/03/2019,8,85,5835,
30/04/2019,8,85,5859,
31/05/2019,8,85,6010,
30/06/2019,8,85,6213,
31/07/2019,8,85,6252,
31/08/2019,8,85,6292,
30/09/2019,8,85,6333,
31/10/2019,8,85,6138,
30/11/2019,8,85,6215,
31/12/2019,8,85,6384,
31/01/2020,8,85,6852,
29/02/2020,8,85,6935,
31/03/2020,8,85,6840,
30/04/2020,8,85,6204,
31/05/2020,8,85,6111,
30/06/2020,8,85,5933,
31/07/2020,8,85,5800,
31/08/2020,8,85,5888,
30/09/2020,8,85,5446,
31/10/2020,8,85,5414,
30/11/2020,8,85,5505,
31/12/2020,8,85,5585,
31/01/2021,8,85,5578,
28/02/2021,8,85,5595,
31/03/2021,8,85,5801,
30/04/2021,8,85,5816,
31/05/2021,8,85,5899,
30/06/2021,8,85,5893,
31/07/2021,8,85,5576,
31/08/2021,8,85,5737,
30/09/2021,8,85,5881,
31/10/2021,8,85,5818,
30/11/2021,8,85,5727,
31/12/2021,8,85,5726,
31/01/2022,8,85,6082,
28/02/2022,8,85,6102,
31/03/2022,8,85,6176,
30/04/2022,8,85,6256,
31/05/2022,8,85,6297,
30/06/2022,8,85,6394,
31/07/2022,8,85,6406,
31/08/2022,8,85,6473,
30/09/2022,8,85,6516,
31/10/2022,8,85,6702,
30/11/2022,8,85,6902,
31/12/2022,8,85,6872,
31/01/2023,8,85,7182,7182
28/02/2023,8,85,6995,6995
31/03/2023,8,85,7014,7014
30/04/2023,8,85,7092,7092
31/05/2023,8,85,7120,7120
30/06/2023,8,85,7040,7040
31/07/2023,8,85,7252,7252
31/08/2023,8,85,7263,7263
30/09/2023,8,85,7380,7380
31/10/2023,8,85,7365,7365
30/11/2023,8,85,7572,7572
31/12/2023,8,85,7586,7586
31/01/2024,8,85,7802,7802
29/02/2024,8,85,7955,7955
31/03/2024,8,85,8078,8078
30/04/2024,8,85,8335,8335
31/05/2024,8,85,8437,8437
30/06/2024,8,85,8490,8490
31/07/2024,8,85,8625,8625
31/08/2024,8,85,8747,8747
30/09/2024,8,85,8865,8865
31/10/2024,8,85,9182,9182
30/11/2024,8,85,9140,9140
31/12/2024,8,85,9144,9144
31/01/2025,8,85,9245,9245
28/02/2025,8,85,9416,9416
31/03/2025,8,85,9604,9604
30/04/2025,8,85,9733,9733
31/05/2025,8,85,9718,9718
30/06/2025,8,85,9735,9735
31/07/2025,8,85,9701,9701
31/08/2025,8,85,9684,9684
30/09/2025,8,85,9404,9404
31/10/2025,8,85,9506,9506
30/11/2025,8,85,9460,9460
31/12/2025,8,85,9272,9272
31/01/2026,8,85,9353,9353
31/03/2010,8,86,21884,
30/04/2010,8,86,21575,
31/05/2010,8,86,21275,
30/06/2010,8,86,21100,
31/07/2010,8,86,21645,
31/08/2010,8,86,21178,
30/09/2010,8,86,21031,
31/10/2010,8,86,21645,
30/11/2010,8,86,22078,
31/12/2010,8,86,22702,
31/01/2011,8,86,22937,
28/02/2011,8,86,23571,
31/03/2011,8,86,23466,
30/04/2011,8,86,23733,
31/05/2011,8,86,22900,
30/06/2011,8,86,22953,
31/07/2011,8,86,23970,
31/08/2011,8,86,23096,
30/09/2011,8,86,23012,
31/10/2011,8,86,23691,
30/11/2011,8,86,24004,
31/12/2011,8,86,24105,
31/01/2012,8,86,23921,
29/02/2012,8,86,24008,
31/03/2012,8,86,24578,
30/04/2012,8,86,24708,
31/05/2012,8,86,24356,
30/06/2012,8,86,24277,
31/07/2012,8,86,24936,
31/08/2012,8,86,23969,
30/09/2012,8,86,23723,
31/10/2012,8,86,23924,
30/11/2012,8,86,24231,
31/12/2012,8,86,24582,
31/01/2013,8,86,23821,
28/02/2013,8,86,23803,
31/03/2013,8,86,24373,
30/04/2013,8,86,23350,
31/05/2013,8,86,23044,
30/06/2013,8,86,22972,
31/07/2013,8,86,23677,
31/08/2013,8,86,22777,
30/09/2013,8,86,22338,
31/10/2013,8,86,22442,
30/11/2013,8,86,23180,
31/12/2013,8,86,23337,
31/01/2014,8,86,23610,
28/02/2014,8,86,23909,
31/03/2014,8,86,24092,
30/04/2014,8,86,24045,
31/05/2014,8,86,23019,
30/06/2014,8,86,23039,
31/07/2014,8,86,24039,
31/08/2014,8,86,23296,
30/09/2014,8,86,22893,
31/10/2014,8,86,23588,
30/11/2014,8,86,24415,
31/12/2014,8,86,24671,
31/01/2015,8,86,24708,
28/02/2015,8,86,24818,
31/03/2015,8,86,24662,
30/04/2015,8,86,24314,
31/05/2015,8,86,23949,
30/06/2015,8,86,24363,
31/07/2015,8,86,25112,
31/08/2015,8,86,25083,
30/09/2015,8,86,25209,
31/10/2015,8,86,25810,
30/11/2015,8,86,26699,
31/12/2015,8,86,27093,
31/01/2016,8,86,27124,
29/02/2016,8,86,27488,
31/03/2016,8,86,27696,
30/04/2016,8,86,26976,
31/05/2016,8,86,26657,
30/06/2016,8,86,26869,
31/07/2016,8,86,27523,
31/08/2016,8,86,26501,
30/09/2016,8,86,26600,
31/10/2016,8,86,26488,
30/11/2016,8,86,26940,
31/12/2016,8,86,27031,
31/01/2017,8,86,27260,
28/02/2017,8,86,27460,
31/03/2017,8,86,27667,
